"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","id"
"2832",0.518933578125413,0.569814514755699,0.350003887644365,0.178108994557715,-0.642640244498081,-0.170550210725914,-0.371806453060053,-0.854929874669247,-0.403191516433009,0.0443617420851005,1.7292367241617,7,1,2400
"2833",0.367380616586831,0.27263462156311,-0.125677466170319,0.0336703314915162,-0.534131283116512,-0.0582224953360208,0.297511379091508,-0.0793452943597253,0.968557417706101,-0.623449429088453,0.380087913229101,6,1,2401
"2834",0.367380616586831,-0.50003310073762,-0.0577229870539354,-0.832961646905678,-0.371367841044158,0.952726943173019,0.720238430976704,-0.281671706614364,1.2179663148223,-0.222762726384321,-0.378808292920485,6,1,2402
"2835",0.443157097356122,-0.143417228906514,-0.0577229870539354,-0.744076315788017,-0.561258523461904,0.896563085478072,1.42478351745203,-0.517719187578146,-1.21377043206067,-0.356324960619032,-0.0415210901873355,5,1,2403
"2837",0.0642746935096667,-0.618905058014655,0.485912845877131,-0.321870992979127,-0.886785407606611,0.278760650833659,0.0333069716632602,-0.585161324996359,-0.34083929215396,-0.155981609266966,0.295766112545814,5,1,2404
"2838",-0.0872782680289155,0.569814514755699,0.350003887644365,-0.521862987993864,-0.425622321734942,0.278760650833659,0.244670497605858,-1.66423552368788,-0.964361534944466,-0.690230546205808,2.48813293031128,7,1,2405
"2839",2.3375691165884,-0.559469079376138,1.09750315792458,-0.632969651890941,-0.39849508138955,-0.114386353030967,0.878761075433652,1.16833424787736,-0.216134843595859,0.378267327671877,-0.716095495653634,5,1,2406
"2840",0.518933578125413,-1.21326484439983,-0.261586424403085,-0.721854983008602,-0.425622321734942,0.784235370088179,1.12535185570002,0.291586461440483,1.40502298765946,-0.690230546205808,-1.13770449907007,6,1,2407
"2841",0.140051174278958,-0.975520929845762,0.689776283226281,-0.655190984670356,-0.561258523461904,0.166432935443766,1.28387450015696,-0.247950637905257,1.0932618662642,-0.823792780440519,0.0428007104959514,7,1,2408
"2842",0.670486539663995,0.510378536117181,0.689776283226281,0.344768990403329,-0.642640244498081,0.334924508528606,0.473647650710339,-0.92237201208746,-1.52553155345592,-0.95735501467523,2.31948932894471,7,1,2409
"2844",-0.617713633413952,-0.50003310073762,-0.669313299101385,0.0114489987121009,-0.534131283116512,-0.395205641505701,0.297511379091508,-0.0456242256506189,0.407387399194647,-1.42482283449672,-0.378808292920485,5,1,2410
"2845",0.594710058894704,1.87740604480309,2.72841065671778,2.7780049297493,-0.39849508138955,1.79518480859722,2.09410134960359,1.80903455335046,-1.89964489913022,0.979297381728075,-0.969060897703495,4,1,2411
"2846",0.594710058894704,-0.856648972568726,0.553867324993515,0.0336703314915162,-0.0458409568994505,0.615743797003339,0.931601956919302,0.257865392731376,-0.278487067874908,-0.890573897557874,0.0428007104959514,7,1,2412
"2847",-0.0115017872596241,-0.797212993930209,0.146140450295215,-0.877404312464508,-0.289986120007981,-0.282877926115807,-0.600783606164534,-0.854929874669247,0.157978502078445,-0.890573897557874,0.633053315278963,6,1,2413
"2848",-0.0115017872596241,-0.975520929845762,-0.0577229870539354,-0.877404312464508,-0.317113360353373,-0.563697214590541,-0.724078996297716,-0.686324531123678,0.594444072031797,-0.890573897557874,0.211444311862527,7,1,2414
"2849",0.897815981971868,1.34248223705643,0.825685241459048,1.25584363435935,-0.15434991828102,0.896563085478072,1.42478351745203,1.20205531658647,-0.465543740712061,-0.155981609266966,-0.125842890870623,5,1,2415
"2850",-1.45125492187615,-0.50003310073762,-0.601358819985002,0.0225596651018087,-0.615513004152688,1.00889080086797,0.808306566786119,0.22414432402227,3.71205528598432,-0.155981609266966,-0.0415210901873355,7,1,2416
"2851",-1.14814899879899,-0.589187068695396,0.0781859711788314,-0.877404312464508,-0.208604398971804,-0.114386353030967,0.632170295167288,-0.618882393705465,-0.590248189270162,-0.757011663323164,-1.05338269838678,5,1,2417
"2852",-1.22392547956828,-0.589187068695396,0.010231492062448,-0.877404312464508,-0.262858879662589,-0.339041783810754,0.667397549491054,-0.618882393705465,-0.652600413549211,-0.757011663323164,-1.05338269838678,6,1,2418
"2853",0.0642746935096667,-0.559469079376138,0.621821804109898,-0.721854983008602,-0.534131283116512,1.23354623164775,0.896374702595535,-1.15841949305124,0.407387399194647,-0.95735501467523,1.39194952142855,7,1,2419
"2854",-0.163054748798206,-1.0943928871228,2.79636513583416,-0.899625645243923,2.20571999176811,1.57052937781743,0.632170295167288,-0.31539277532347,-0.902009310665414,-1.55838506873143,-1.13770449907007,5,1,2420
"2855",-0.617713633413952,-0.737777015291691,0.146140450295215,-0.721854983008602,0.0084135237913341,-0.0582224953360208,-0.178056554279338,0.460191804986052,3.64970306170527,0.244705093437166,-0.21016469155391,6,1,2421
"2856",0.0642746935096667,-0.975520929845762,2.2527293029031,-0.810740314126262,-0.289986120007981,-0.114386353030967,0.75546568530047,0.0218179117676313,0.656796296310849,0.578610679023943,-0.969060897703495,6,1,2422
"2857",-0.617713633413952,-1.03495690848428,-0.329540903519469,0.366990323182745,-0.561258523461904,3.25544510866583,1.91796507798476,0.0892600491858441,0.345035174915595,-1.22447948314465,-0.294486492237198,6,1,2423
"2858",-0.238831229567497,-0.321725164822067,-1.07704017379969,0.38921165596216,-0.615513004152688,1.96367638168206,1.72421517920404,0.325307530149626,-0.902009310665414,-0.95735501467523,-1.30634810043664,6,1,2424
"2859",-0.769266594952534,-0.797212993930209,0.417958366760748,0.38921165596216,-0.561258523461904,1.90751252398711,2.30546487554619,0.190423255313163,-1.02671375922351,-1.1576983660273,-1.05338269838678,6,1,2425
"2860",-0.617713633413952,-0.678341036653173,-0.125677466170319,0.455875654300405,-0.534131283116512,1.85134866629217,2.14694223108924,0.22414432402227,-1.02671375922351,-1.29126060026201,-1.13770449907007,6,1,2426
"2861",0.0642746935096667,-0.916084951207244,2.45659274025225,-0.788518981346847,-0.181477158626412,0.0541052200538725,0.737852058138587,0.0218179117676313,0.594444072031797,0.712172913258654,-0.969060897703495,6,1,2427
"2863",1.80713375120336,-0.321725164822067,0.961594199691815,-0.799629647736555,-0.479876802425727,2.66572460286889,1.91796507798476,-0.0456242256506189,-1.89964489913022,-0.489887194853742,-0.884739097020208,6,1,2428
"2864",-0.0115017872596241,-1.21326484439983,0.214094929411598,-0.855182979685093,-0.561258523461904,-0.844516503065274,-0.724078996297716,-0.247950637905257,1.46737521193851,-0.95735501467523,-0.547451894287059,5,1,2429
"2865",-0.238831229567497,-0.202853207545031,0.146140450295215,0.522539652638651,0.0626680044821185,0.334924508528606,1.05489734705248,0.595076079822478,1.46737521193851,0.578610679023943,0.464409713912388,7,1,2430
"2866",0.215827655048249,-0.381161143460584,0.146140450295215,-0.188542996302636,-0.778276446225042,0.334924508528606,0.0333069716632602,-1.19214056176035,-1.46317932917687,-0.823792780440519,1.47627132211184,8,1,2431
"2867",0.594710058894704,-0.737777015291691,0.689776283226281,2.12247561275655,-0.344240600698766,0.840399227783126,0.861147448271769,1.94391882818688,-0.0914303950377577,1.04607849884543,-1.64363530316979,7,1,2432
"2868",0.29160413581754,-0.202853207545031,-0.193631945286702,1.21140096880052,-0.452749562080335,-0.507533356895594,0.544102159357872,0.696239285949834,-1.15141820778162,-1.22447948314465,-0.969060897703495,5,1,2433
"2869",0.897815981971868,0.0348907070090394,1.64113899085565,1.94470495052123,-0.235731639317196,1.40203780473259,1.33671538164261,1.60670814109578,-0.964361534944466,0.311486210554521,-0.969060897703495,6,1,2434
"2871",0.670486539663995,0.926430386586805,1.0295486788082,-0.877404312464508,-0.534131283116512,-0.395205641505701,0.209443243282092,-0.247950637905257,-0.0914303950377577,-0.757011663323164,0.295766112545814,5,1,2435
"2872",-0.163054748798206,0.27263462156311,-0.0577229870539354,0.0558916642709314,3.04666444247527,0.110269077748819,0.843533821109886,0.662518217240728,-0.153782619316807,-0.356324960619032,-0.969060897703495,5,1,2436
"2875",-0.769266594952534,-0.737777015291691,-0.329540903519469,-0.788518981346847,0.19830420620908,-0.563697214590541,0.315125006253391,-0.247950637905257,-0.0290781707587058,-0.489887194853742,-1.13770449907007,6,1,2437
"2878",-0.163054748798206,-0.618905058014655,0.282049408527981,-0.0329936668467294,0.713721772771533,-1.12533579154001,0.332738633415274,-0.113066363068832,0.656796296310849,-1.09091724890994,0.211444311862527,6,1,2438
"2879",-0.466160671875371,-0.440597122099102,-0.125677466170319,-0.699633650229186,-0.859658167261219,-0.900680360760221,0.685011176652937,-0.585161324996359,0.407387399194647,0.578610679023943,-0.0415210901873355,6,1,2439
"2880",0.443157097356122,-1.0943928871228,0.621821804109898,-0.744076315788017,-0.832530926915827,-0.0582224953360208,0.456034023548456,-1.19214056176035,-1.27612265633972,1.64710855290163,1.64491492347841,6,1,2440
"2881",0.367380616586831,-0.440597122099102,0.146140450295215,-0.721854983008602,-0.778276446225042,-0.226714068420861,0.949215584081185,-1.15841949305124,-1.46317932917687,-0.356324960619032,1.30762772074526,7,1,2441
"2882",0.140051174278958,-0.202853207545031,2.86431961495055,1.25584363435935,-0.479876802425727,1.17738237395281,0.579329413681638,1.06717104175004,-1.27612265633972,-0.690230546205808,-1.55931350248651,5,1,2442
"2883",0.594710058894704,0.629250493394217,0.282049408527981,0.833638311550465,-0.832530926915827,1.12121851625786,0.649783922329171,-0.618882393705465,-0.964361534944466,-1.8922906543182,1.81355852484498,8,1,2443
"2886",-0.466160671875371,-1.0943928871228,-0.193631945286702,-0.721854983008602,-0.181477158626412,0.559579939308392,0.579329413681638,-1.12469842434214,-1.02671375922351,-0.623449429088453,0.71737511596225,7,1,2444
"2887",0.822039501202577,-0.797212993930209,0.553867324993515,-0.766297648567432,-0.669767484843473,0.278760650833659,-0.0723747913080388,-1.29330376788767,-1.27612265633972,0.445048444789232,1.98220212621156,7,1,2445
"2888",-0.0115017872596241,-0.143417228906514,0.0781859711788314,-0.810740314126262,-0.75114920587965,-0.0582224953360208,-0.089988418469922,-1.46190911143324,-0.465543740712061,-0.155981609266966,1.89788032552827,7,1,2446
"2889",-0.466160671875371,-1.0943928871228,-0.125677466170319,-0.766297648567432,-0.615513004152688,-0.844516503065274,-0.6360108604883,-0.854929874669247,0.968557417706101,-0.623449429088453,0.548731514595675,6,1,2447
"2890",0.897815981971868,-1.0943928871228,0.0781859711788314,-0.788518981346847,-0.642640244498081,-0.788352645370327,-0.283738317250637,-0.180508500487044,-0.52789596499111,-0.757011663323164,-0.716095495653634,6,1,2448
"2891",0.215827655048249,-0.678341036653173,0.010231492062448,0.922523642668125,-0.507004042771119,1.34587394703765,1.3543290088045,0.696239285949834,-1.15141820778162,0.177923976319811,-0.716095495653634,6,1,2449
"2892",-0.769266594952534,-1.03495690848428,-0.125677466170319,-0.877404312464508,-0.534131283116512,-0.900680360760221,-0.618397233326417,-0.517719187578146,1.71678410905471,0.0443617420851005,-0.21016469155391,6,1,2450
"2893",-0.238831229567497,0.27263462156311,-0.669313299101385,-0.166321663523221,-0.724021965534258,-1.12533579154001,-0.213283808603104,-0.517719187578146,-1.40082710489782,2.24813860695783,0.886018717328824,4,1,2451
"2894",-0.238831229567497,0.391506578840146,-0.669313299101385,-0.188542996302636,-0.696894725188865,-1.12533579154001,-0.213283808603104,-0.517719187578146,-1.40082710489782,2.18135748984047,0.886018717328824,4,1,2452
"2896",0.215827655048249,0.213198642924593,0.0781859711788314,-0.0107723340673143,-0.317113360353373,-0.00205863764107415,0.297511379091508,-0.113066363068832,0.594444072031797,-0.623449429088453,0.295766112545814,6,1,2453
"2897",0.0642746935096667,0.450942557478663,0.417958366760748,0.38921165596216,-0.317113360353373,-0.0582224953360208,0.138988734634559,-0.686324531123678,-0.216134843595859,-1.09091724890994,1.7292367241617,7,1,2454
"2898",0.0642746935096667,-0.024545271629478,0.485912845877131,0.0336703314915162,-0.452749562080335,0.840399227783126,0.861147448271769,-0.686324531123678,0.469739623473696,-0.423106077736387,1.56059312279512,6,1,2455
"2899",0.443157097356122,-0.678341036653173,-0.261586424403085,-0.0663256660158523,-0.39849508138955,0.840399227783126,0.913988329757419,-0.585161324996359,-1.65023600201402,-0.890573897557874,0.801696916645537,5,1,2456
"2900",1.35247486658761,-0.589187068695396,0.417958366760748,0.189219660947423,-0.317113360353373,1.23354623164775,0.790692939624236,0.156702186604057,-1.83729267485117,-1.22447948314465,-0.294486492237198,6,1,2457
"2901",-0.238831229567497,-0.856648972568726,0.553867324993515,0.589203650976897,-0.669767484843473,1.17738237395281,1.09012460137625,-0.214229569196151,-0.0290781707587058,-1.75872842008349,0.71737511596225,5,1,2458
"2902",0.140051174278958,-0.916084951207244,0.689776283226281,0.300326324844499,0.279685927245257,0.503416081613446,1.72421517920404,0.426470736276946,0.469739623473696,-1.35804171737936,-0.800417296336921,6,1,2459
"2903",0.746263020433285,-0.856648972568726,0.282049408527981,0.678088982094558,-0.588385763807296,1.68285709320733,0.861147448271769,0.22414432402227,-1.08906598350257,-1.55838506873143,-0.21016469155391,6,1,2460
"2904",0.594710058894704,1.46135419433346,2.6604561776014,2.73356226419047,-0.507004042771119,1.73902095090227,2.00603321379417,1.84275562205956,-1.71258822629307,1.44676520154956,-1.05338269838678,5,1,2461
"2905",0.518933578125413,-1.21326484439983,0.893639720575431,-0.721854983008602,-0.181477158626412,-0.732188787675381,-0.00192028266050615,0.0892600491858441,0.656796296310849,-0.289543843501676,0.127122511179238,7,1,2462
"2906",-0.314607710336788,-0.618905058014655,0.553867324993515,-0.721854983008602,-0.262858879662589,0.222596793138712,-0.160442927117455,-1.52935124885145,-0.590248189270162,-0.289543843501676,1.89788032552827,8,1,2463
"2907",1.88291023197265,-1.21326484439983,1.8450024282048,-0.788518981346847,-0.208604398971804,-0.395205641505701,0.491261277872223,0.426470736276946,-1.52553155345592,0.578610679023943,-0.884739097020208,5,1,2464
"2908",1.5040278281262,-1.15382886576131,2.45659274025225,-0.766297648567432,-0.289986120007981,-0.451369499200647,0.279897751929625,0.0892600491858441,-1.27612265633972,-0.556668311971098,-0.125842890870623,6,1,2465
"2909",1.65558078966478,-1.03495690848428,1.57318451173926,-0.766297648567432,-0.208604398971804,-0.900680360760221,-0.354192825898169,0.122981117894951,-1.27612265633972,0.511829561906588,-0.21016469155391,6,1,2466
"2910",-1.52703140264544,0.124044674966816,-1.62067600673075,1.87804095218298,-0.425622321734942,0.391088366223552,0.491261277872223,0.83112356078626,1.46737521193851,-0.95735501467523,-0.547451894287059,6,1,2467
"2911",-0.693490114183243,-0.678341036653173,-0.669313299101385,-0.288538993810005,-0.479876802425727,0.391088366223552,0.0333069716632602,-0.618882393705465,0.0332740535203434,-0.222762726384321,0.127122511179238,6,1,2468
"2912",1.80713375120336,-0.559469079376138,1.50523003262288,-0.832961646905678,-0.452749562080335,-0.788352645370327,0.808306566786119,-0.247950637905257,-1.77494045057212,-0.690230546205808,-0.0415210901873355,5,1,2469
"2913",1.5040278281262,-0.143417228906514,0.689776283226281,-0.832961646905678,-0.289986120007981,-0.900680360760221,1.26626087299508,0.122981117894951,-0.902009310665414,-0.356324960619032,-0.800417296336921,5,1,2470
"2914",-0.617713633413952,-0.202853207545031,0.553867324993515,0.255883659285669,-0.452749562080335,0.896563085478072,0.966829211243068,0.257865392731376,-0.465543740712061,-0.489887194853742,-1.05338269838678,6,1,2471
"2915",0.670486539663995,-0.856648972568726,0.282049408527981,1.0336303065652,-0.344240600698766,1.85134866629217,0.843533821109886,0.83112356078626,-0.777304862107313,-0.489887194853742,-0.463130093603772,6,1,2472
"2916",0.518933578125413,-0.529751090056879,-0.397495382635852,-0.677412317449771,-0.832530926915827,0.559579939308392,1.33671538164261,-0.450277050159933,-1.15141820778162,-0.95735501467523,0.548731514595675,6,1,2473
"2917",-0.163054748798206,-1.15382886576131,0.146140450295215,-0.810740314126262,-0.479876802425727,-0.507533356895594,1.10773822853813,-0.618882393705465,0.594444072031797,0.578610679023943,0.211444311862527,5,1,2474
"2918",-0.617713633413952,-1.15382886576131,-0.0577229870539354,-0.877404312464508,-0.344240600698766,-0.282877926115807,-0.318965571574403,-0.450277050159933,1.96619300617091,-0.155981609266966,-0.21016469155391,6,1,2475
"2919",-0.617713633413952,-0.559469079376138,1.4372755535065,0.344768990403329,-0.507004042771119,1.62669323551238,2.11171497676547,0.325307530149626,-1.21377043206067,-0.757011663323164,-1.47499170180322,5,1,2476
"2920",0.29160413581754,-0.916084951207244,0.689776283226281,-0.788518981346847,-0.344240600698766,-1.34999122231979,-0.00192028266050615,-1.05725628692392,-1.15141820778162,1.37998408443221,1.89788032552827,6,1,2477
"2921",0.0642746935096667,0.510378536117181,0.350003887644365,-0.0996576651849752,-0.778276446225042,-0.732188787675381,-0.00192028266050615,-1.19214056176035,0.0332740535203434,-0.690230546205808,2.23516752826142,6,1,2478
"2922",-1.60280788341474,-0.202853207545031,-0.125677466170319,-0.921846978023338,-0.534131283116512,-0.114386353030967,0.667397549491054,-0.854929874669247,1.96619300617091,0.177923976319811,-0.378808292920485,6,1,2479
"2923",-0.769266594952534,-0.856648972568726,-0.397495382635852,-0.744076315788017,0.984994176225456,0.559579939308392,0.825920193948003,-0.720045599832822,1.3426707633804,0.845735147493365,0.380087913229101,5,1,2480
"2924",-0.238831229567497,-1.0943928871228,0.214094929411598,-0.832961646905678,-0.371367841044158,-0.507533356895594,1.19580636434755,-0.618882393705465,0.157978502078445,0.578610679023943,0.211444311862527,6,1,2481
"2925",0.367380616586831,-0.143417228906514,1.09750315792458,-0.610748319111525,-0.452749562080335,-0.114386353030967,-0.00192028266050615,-1.15841949305124,-0.153782619316807,-0.0892004921496103,1.89788032552827,7,1,2482
"2926",-0.541937152644661,-0.737777015291691,2.72841065671778,0.38921165596216,-0.39849508138955,0.166432935443766,0.949215584081185,0.426470736276946,-0.652600413549211,-1.1576983660273,-1.13770449907007,6,1,2483
"2927",-0.314607710336788,-0.50003310073762,0.0781859711788314,-0.788518981346847,-0.262858879662589,0.784235370088179,0.931601956919302,-0.585161324996359,-0.652600413549211,-0.623449429088453,-0.0415210901873355,6,1,2484
"2928",-1.52703140264544,0.153762664286075,0.0781859711788314,-0.855182979685093,-0.778276446225042,-0.956844218455167,-0.583169979002651,-1.46190911143324,0.906205193427052,-1.02413613179259,0.970340518012111,6,1,2485
"2929",0.897815981971868,-0.916084951207244,0.757730762342665,-0.655190984670356,-0.127222677935627,-0.563697214590541,-0.178056554279338,-0.180508500487044,-2.33611046908358,-0.489887194853742,-0.884739097020208,5,1,2486
"2930",0.822039501202577,-0.797212993930209,0.621821804109898,-0.632969651890941,-0.181477158626412,-0.339041783810754,-0.107602045631805,-0.180508500487044,-2.33611046908358,-0.556668311971098,-0.884739097020208,5,1,2487
"2931",-0.314607710336788,-1.15382886576131,0.010231492062448,0.833638311550465,0.0355407641367264,-0.339041783810754,-0.0723747913080388,0.898565698204473,1.0932618662642,-0.890573897557874,-1.47499170180322,6,1,2488
"2932",0.518933578125413,-1.0943928871228,2.18477482378671,2.65578759946251,-0.181477158626412,2.18833181246185,1.68898792488028,1.97763989689599,-0.465543740712061,-0.155981609266966,-1.05338269838678,7,1,2489
"2933",0.443157097356122,-0.797212993930209,0.485912845877131,-0.721854983008602,-0.615513004152688,1.79518480859722,1.16057911002378,-1.19214056176035,-0.839657086386365,1.44676520154956,1.7292367241617,8,1,2490
"2934",1.35247486658761,-0.618905058014655,1.23341211615735,-0.855182979685093,-0.235731639317196,-0.226714068420861,-0.125215672793688,-0.92237201208746,-0.0914303950377577,-1.29126060026201,1.56059312279512,6,1,2491
"2935",-1.14814899879899,-0.797212993930209,-0.533404340868619,-0.610748319111525,-0.262858879662589,1.68285709320733,1.31910175448073,0.156702186604057,2.65206747324046,1.2464218501975,-0.378808292920485,6,1,2492
"2936",0.443157097356122,-0.321725164822067,0.282049408527981,0.43365432152099,-0.39849508138955,0.447252223918499,0.825920193948003,-0.146787431777938,0.220330726357494,-1.09091724890994,0.548731514595675,8,1,2493
"2937",-0.390384191106079,-0.975520929845762,-0.125677466170319,0.300326324844499,-0.235731639317196,0.559579939308392,2.41114663851749,0.359028598858733,0.407387399194647,-0.0892004921496103,-0.463130093603772,5,1,2494
"2939",0.897815981971868,1.40191821569495,-0.329540903519469,1.57805295966087,-0.642640244498081,0.391088366223552,0.0333069716632602,0.460191804986052,-1.46317932917687,-0.95735501467523,0.211444311862527,6,1,2495
"2940",-0.0115017872596241,-1.0943928871228,0.010231492062448,-0.944068310802754,-0.452749562080335,1.12121851625786,0.121375107472676,-0.787487737251034,0.282682950636546,-1.35804171737936,-0.463130093603772,6,1,2496
"2941",0.29160413581754,1.16417430114088,-0.601358819985002,-0.677412317449771,-0.75114920587965,-0.956844218455167,0.649783922329171,-0.483998118869039,-1.15141820778162,-1.35804171737936,-0.125842890870623,5,1,2497
"2943",-0.466160671875371,-0.559469079376138,-0.0577229870539354,1.63360629160941,0.0626680044821185,1.23354623164775,1.17819273718567,1.30321852271379,1.77913633333376,-0.423106077736387,-0.631773694970346,6,1,2498
"2944",0.0642746935096667,-0.678341036653173,0.350003887644365,-0.699633650229186,-0.425622321734942,1.17738237395281,0.896374702595535,-1.25958269917856,0.220330726357494,-0.890573897557874,1.39194952142855,8,1,2499
"2945",0.0642746935096667,0.27263462156311,0.350003887644365,-0.877404312464508,-0.371367841044158,0.334924508528606,-0.0195339098223893,-1.19214056176035,1.03090964198515,-0.356324960619032,1.81355852484498,8,1,2500
"2946",-0.163054748798206,0.688686472032735,0.485912845877131,0.255883659285669,-0.479876802425727,0.896563085478072,0.861147448271769,-0.585161324996359,-0.0914303950377577,-1.22447948314465,1.39194952142855,7,1,2501
"2947",0.746263020433285,0.0348907070090394,0.553867324993515,0.278104992065084,-0.479876802425727,0.278760650833659,0.843533821109886,-0.31539277532347,-0.465543740712061,-1.29126060026201,1.13898411937869,7,1,2502
"2949",1.5040278281262,0.0348907070090394,0.485912845877131,-0.921846978023338,-0.39849508138955,-0.844516503065274,-0.935442522240314,-0.720045599832822,-1.65023600201402,-1.69194730296614,-0.125842890870623,4,1,2503
"2950",0.594710058894704,1.34248223705643,0.485912845877131,-0.255206994640882,-0.615513004152688,-0.451369499200647,0.138988734634559,-0.956093080796566,0.407387399194647,0.91251626461072,1.89788032552827,7,1,2504
"2951",-0.541937152644661,0.153762664286075,0.0781859711788314,-0.255206994640882,-0.805403686570434,0.559579939308392,0.279897751929625,-1.32702483659677,0.345035174915595,-0.95735501467523,1.81355852484498,7,1,2505
"2954",0.443157097356122,-1.27270082303835,-0.125677466170319,-0.721854983008602,-0.452749562080335,0.728071512393232,1.1429654828619,0.325307530149626,1.28031853910135,-0.823792780440519,-1.30634810043664,5,1,2506
"2955",0.29160413581754,-0.916084951207244,0.621821804109898,-0.877404312464508,-0.452749562080335,0.447252223918499,0.508874905034106,-1.29330376788767,-1.89964489913022,-0.757011663323164,0.71737511596225,5,1,2507
"2956",0.0642746935096667,-0.737777015291691,0.621821804109898,2.30024627499187,-0.181477158626412,1.40203780473259,1.3543290088045,1.84275562205956,0.594444072031797,0.378267327671877,-1.39066990111993,6,1,2508
"2957",-0.693490114183243,-0.321725164822067,0.553867324993515,0.322547657623914,-0.479876802425727,0.728071512393232,0.931601956919302,0.257865392731376,-0.465543740712061,-0.623449429088453,-1.05338269838678,6,1,2509
"2958",-0.314607710336788,0.0348907070090394,0.010231492062448,-0.58852698633211,-0.235731639317196,0.278760650833659,-0.195670181441221,-1.15841949305124,0.345035174915595,-0.489887194853742,1.22330592006197,8,1,2510
"2959",-0.541937152644661,-0.916084951207244,0.010231492062448,-0.810740314126262,-0.452749562080335,0.0541052200538725,0.315125006253391,-0.787487737251034,0.843852969148,0.0443617420851005,0.211444311862527,7,1,2511
"2960",-0.769266594952534,-1.33213680167687,-0.397495382635852,0.144776995388592,-0.344240600698766,1.45820166242754,0.773079312462353,0.190423255313163,1.84148855761281,-1.09091724890994,-0.0415210901873355,6,1,2512
"2961",-0.920819556491116,-1.27270082303835,-0.261586424403085,0.144776995388592,-0.507004042771119,1.45820166242754,1.32790856806167,0.0892600491858441,2.27795412756616,-0.690230546205808,0.0428007104959514,7,1,2513
"2962",-0.617713633413952,-0.559469079376138,0.0781859711788314,-0.810740314126262,-0.452749562080335,0.671907654698286,0.015693344501377,-1.32702483659677,-0.216134843595859,-0.356324960619032,0.633053315278963,7,1,2514
"2963",-0.238831229567497,-0.143417228906514,-1.07704017379969,-0.810740314126262,-0.15434991828102,-0.844516503065274,-0.318965571574403,-0.180508500487044,-0.0290781707587058,-1.02413613179259,-0.884739097020208,4,1,2515
"2965",-0.390384191106079,-1.27270082303835,-0.261586424403085,-0.855182979685093,-0.289986120007981,0.278760650833659,0.456034023548456,-0.618882393705465,0.656796296310849,-1.35804171737936,-0.378808292920485,7,1,2516
"2966",-0.163054748798206,-1.21326484439983,0.621821804109898,-0.921846978023338,-0.534131283116512,-0.451369499200647,-0.336579198736286,-1.05725628692392,0.157978502078445,-0.690230546205808,0.295766112545814,6,1,2517
"2967",0.29160413581754,-0.440597122099102,-0.533404340868619,-0.277428327420297,0.0355407641367264,-0.619861072285487,0.015693344501377,0.426470736276946,-0.465543740712061,-0.556668311971098,-1.39066990111993,5,1,2518
"2969",0.140051174278958,1.75853408752605,1.0295486788082,2.02247961524918,3.01953720212988,0.671907654698286,1.2486472458332,1.30321852271379,-2.02434934768832,-0.289543843501676,-1.05338269838678,5,1,2519
"2970",0.29160413581754,-0.381161143460584,0.485912845877131,-0.699633650229186,-0.127222677935627,-0.395205641505701,0.0333069716632602,-0.146787431777938,0.157978502078445,-0.890573897557874,-0.125842890870623,6,1,2520
"2971",0.822039501202577,-0.50003310073762,0.621821804109898,0.922523642668125,-0.39849508138955,0.615743797003339,0.843533821109886,-0.0456242256506189,-0.777304862107313,-1.02413613179259,1.22330592006197,7,1,2521
"2972",2.64067503966556,-0.737777015291691,1.64113899085565,0.700310314873973,-0.344240600698766,0.391088366223552,1.17819273718567,1.16833424787736,-2.21140602052547,0.979297381728075,-0.884739097020208,6,1,2522
"2974",-0.238831229567497,-0.678341036653173,0.146140450295215,-0.521862987993864,-0.669767484843473,-0.339041783810754,0.121375107472676,-1.46190911143324,-0.52789596499111,-1.02413613179259,1.56059312279512,7,1,2523
"2975",-0.769266594952534,-0.262289186183549,0.010231492062448,-0.744076315788017,-0.669767484843473,-0.00205863764107415,0.279897751929625,-1.15841949305124,0.345035174915595,-0.823792780440519,0.548731514595675,7,1,2524
"2976",-0.238831229567497,-0.440597122099102,0.621821804109898,-0.744076315788017,-0.262858879662589,-1.34999122231979,0.350352260577157,-0.551440256287252,-0.465543740712061,1.04607849884543,0.71737511596225,6,1,2525
"2977",-0.238831229567497,-0.381161143460584,0.621821804109898,-0.744076315788017,-0.181477158626412,-1.12533579154001,0.385579514900924,-0.517719187578146,-0.403191516433009,1.17964073308014,0.71737511596225,6,1,2526
"2978",-0.238831229567497,-0.381161143460584,-0.125677466170319,-0.766297648567432,-0.262858879662589,0.896563085478072,0.315125006253391,-0.92237201208746,0.78150074486895,-1.02413613179259,0.464409713912388,7,1,2527
"2979",-0.238831229567497,0.688686472032735,-0.805222257334152,-0.921846978023338,-0.0729681972448428,-1.40615508001474,0.209443243282092,-0.854929874669247,-0.777304862107313,-0.757011663323164,-0.125842890870623,6,1,2528
"2980",-0.238831229567497,0.213198642924593,0.010231492062448,0.766974313212219,-0.344240600698766,0.334924508528606,0.667397549491054,-0.450277050159933,0.968557417706101,-1.22447948314465,1.22330592006197,7,1,2529
"2981",-1.14814899879899,0.510378536117181,-0.125677466170319,0.144776995388592,-0.479876802425727,-0.339041783810754,-0.283738317250637,-0.854929874669247,1.96619300617091,0.511829561906588,1.47627132211184,7,1,2530
